MANDT	MATNR	WERKS	ALTSL	APOKZ	AUSDT	AUSSS	BESKZ	BSTFE	BSTMA	BSTMI	BSTRF	BWESB	DIBER	DISGR	DISLS	DISMM	DISPO	DZEIT	EISBE	EKGRP	FEVOR	FHORI	FXHOR	KAUSF	KAUTB	KZAUS	LAGPR	LGRAD	LOSFX	LVORM	MAABC	MATGR	MINBE	MISKZ	MMSTA	MRPPP	NFMAT	PLIFZ	PLNTY	PRCTR	QMATV	SBDKZ	SCHGT	SHFLG	SHPRO	SHZET	SOBSL	STDPD	STRGR	TAKZT	TRAME	UMLMC	USEQU	VERKZ	VINT1	VINT2	VRMOD	WEBAZ	WZEIT
800	000000000000000058	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000058	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000058	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000058	3000				0	F	0	0	0	0	0						0	0				000	0				0	0				0					0		0000003010						00				0	0	0			000	000		0	0
800	000000000000000059	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000059	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000059	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000059	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000059	3000				0	F	0	0	0	0	0						0	0				000	0				0	0				0					0		0000003010						00				0	0	0			000	000		0	0
800	000000000000000068	3000				0	X	0	0	0	0	0				ND		0	0	001			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000068	SG01				0	X	0	0	0	0	0				ND		0	0	001			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000170	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000170	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000170	1100				0		0	0	0	0	0						0	0				000	0				0	0				0					0		0000001100						00				0	0	0			000	000		0	0
800	000000000000000170	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0		0000003100						00				0	0	0			000	000		0	0
800	000000000000000178	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000178	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000178	1100				0		0	0	0	0	0						0	0				000	0				0	0				0					0		0000001100						00				0	0	0			000	000		0	0
800	000000000000000178	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0		0000003100						00				0	0	0			000	000		0	0
800	000000000000000188	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000188	1100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000188	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000188	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000288	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000288	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000358	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000358	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000359	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000359	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000521	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000578	1200				0	X	0	0	0	0	0		0031	EX	PD	001	0	0	004		001	000	0				0	0				0					5								00			10	0	0	0			000	000		0	0
800	000000000000000598	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000599	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000637	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000637	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000637	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000637	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000637	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000638	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000638	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000638	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000638	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000638	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000640	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000640	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000640	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000640	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000640	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000641	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000641	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000641	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000641	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000641	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000642	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000642	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000642	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000642	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000642	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000643	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000643	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000643	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000643	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000643	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000644	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000644	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000644	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000644	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000644	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000645	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000645	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000645	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000645	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000645	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000646	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000646	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000646	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000646	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000646	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000647	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000647	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000647	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000647	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000647	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000648	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000648	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000648	3100				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000648	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000648	SG01				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000697	3000				0	F	0	0	0	0	0		0000	EX	PD	001	0	0	002		000	000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000000732	3000				0	F	0	0	0	0	0		0031	EX	PD	001	0	0	001		001	010	0				0	0				0					30				2				00			PP	0	0	0			000	000		0	30
800	000000000000000757	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000757	3800				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000817	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000818	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000819	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000820	1000				0	F	0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000000897	3000				0	F	0	0	0	0	0			EX	PD	002	0	0	003		000	000	0				0	0				0					5								00				0	0	0			000	000		0	0
800	000000000000000898	3000				0	F	0	0	0	0	0			EX	PD	002	0	0	003		000	000	0				0	0				0					5								00				0	0	0			000	000		0	0
800	000000000000000938	3000				0	F	0	0	0	0	0		0031	EX	PD	001	45	0	001		000	000	0				0	0				0					30			X					00				0	0	0			000	000		2	0
800	000000000000000939	3000				0	F	0	0	0	0	0			EX	M0	101	0	0	001		001	000	0				0	0				0					10				1				00			40	0	0	0			000	000		0	0
800	000000000000000947	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					10				1				00				0	0	0			000	000		0	0
800	000000000000000948	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					10				1				00				0	0	0			000	000		0	0
800	000000000000000949	3000				0	X	0	0	0	0	0			EX	PD	101	1	0	001		001	000	0				0	0				0					10				1				00				0	0	0			000	000		0	0
800	000000000000000950	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					50								00				0	0	0			000	000		0	0
800	000000000000000951	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					10								00				0	0	0			000	000		0	0
800	000000000000000952	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					30								00				0	0	0			000	000		0	0
800	000000000000000953	3000				0	E	0	0	0	0	0			EX	PD	101	5	0	001		001	000	0				0	0				0	1				0				1				00			70	0	0	0			000	000		0	0
800	000000000000000954	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					10								00				0	0	0			000	000		0	0
800	000000000000000955	3000				0	X	0	0	0	0	0			EX	PD	101	1	0	001		001	000	0				0	0				0					10				1				00				0	0	0			000	000		0	0
800	000000000000000957	3000				0	X	0	0	0	0	0			EX	PD	101	1	0	001		001	000	0				0	0				0					10				1				00				0	0	0			000	000		0	0
800	000000000000000958	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					5								00				0	0	0			000	000		0	0
800	000000000000000959	3000				0	F	0	0	0	0	0			EX	PD	101	0	0	001		001	000	0				0	0				0					7								00				0	0	0			000	000		0	0
800	000000000000000967	3800				0	F	0	0	0	0	0			EX	PD	APO	0	0	001		000	000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000000968	3800				0		0	0	0	0	0						0	0	017			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001009	1100				0	X	0	0	0	0	0		0031	PB	PD	001	1	0			001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001012	1100				0	X	0	0	0	0	0		0031	EX	PD	001	1	0			001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001015	1100				0	X	0	0	0	0	0			EX	PD	001	1	0		001	001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001016	1100				0	X	0	0	0	0	0			PB	PD	001	1	0		001	001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001017	1100				0	F	0	0	0	0	0		0000	PB	PD	001	0	0	001		001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001018	1100				0	F	0	0	0	0	0		0000	EX	PD	001	0	0	001		001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001019	1100				0	F	0	0	0	0	0		0000	PB	PD	001	0	0	001		001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001020	1100				0	F	0	0	0	0	0		0000	EX	PD	001	0	0	001		001	000	0				0	0				0					1								00				0	0	0			000	000		1	0
800	000000000000001157	3000				0	X	0	0	0	0	0			EX	PD	001	0	0	001		000	000	0				0	0				0					5				1				00	30			0	0	0			000	000		0	0
800	000000000000001157	1000				0	E	0	0	0	0	0		0031	EX	PD	001	2	0	001		000	000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001177	1000				0	X	0	0	0	0	0				ND		0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001267	3000				0	X	0	0	0	0	0				ND		0	0	001		000	000	0				0	0				0					5								00				0	0	0			000	000		0	0
800	000000000000001268	3000				0	X	0	0	0	0	0				ND		0	0	001		000	000	0				0	0				0					5								00				0	0	0			000	000		0	0
800	000000000000001289	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001301	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001304	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001308	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001309	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001310	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001311	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001312	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001313	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001314	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001315	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001316	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001317	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001318	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001319	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001320	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001321	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001322	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001323	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001324	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001325	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001326	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001327	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001328	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001333	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001334	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001335	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001336	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001337	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001338	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001339	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001340	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001341	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001342	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001343	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001344	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001345	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001346	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001347	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001348	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001387	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001387	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001388	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001388	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001389	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001389	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001397	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001398	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001399	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001400	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001401	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001402	3000				0	F	100	0	0	0	0			FX	VB	JTC	0	0	JTC			000	0				0	0				10					2								00				0	0	0			000	000		0	0
800	000000000000001408	3000				0		0	0	0	0	0						0	0	003			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001417	3000				0	F	0	0	0	0	0				ND		0	0	002			000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000001417	1000				0	F	0	0	0	0	0			EX	ND	001	0	0	DE2		001	000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000001417	1200				0	F	0	0	0	0	0			EX	ND	001	0	0	DE2		001	000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000001417	3200				0	F	0	0	0	0	0			EX	ND	001	0	0	002		001	000	0				0	0				0					1								00				0	0	0			000	000		0	0
800	000000000000001427	3000				0	F	0	0	0	0	0						0	0	000			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001478	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001479	1000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001547	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001547	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001548	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001548	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001549	1200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001549	3200				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001657	3000				0	X	0	0	0	0	0						0	0				000	0				0	0				0					0			X					00				0	0	0			000	000		0	0
800	000000000000001658	3000				0	X	0	0	0	0	0						0	0				000	0				0	0				0					0			X					00				0	0	0			000	000		0	0
800	000000000000001700	1000				0	X	0	0	0	0	0		0031				0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001707	1000				0		0	0	0	0	0						0	0	100			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001718	1000				0	X	0	0	0	0	0		0031	2D	AP	000	0	0			000	000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001737	3200				0	X	0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001767	3000				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001788	1000				0		0	0	0	0	0						0	0	000			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001788	3800				0		0	0	0	0	0						0	0	000			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001789	1000				0		0	0	0	0	0						0	0	000			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001789	3800				0		0	0	0	0	0						0	0	000			000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001800	3800				0		0	0	0	0	0						0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
800	000000000000001837	3200				0	X	0	0	0	0	0		0031		ND		0	0				000	0				0	0				0					0								00				0	0	0			000	000		0	0
