MANDT	STKOZ	STLAL	STLNR	STLTY	BMEIN	BMENG	DATUV	LKENZ	LOEKZ	STLST	VGKZL
800	00000001	01	00000251	M	ST	1000	19951101			01	00000000
800	00000001	01	00000252	M	ST	1000	19951101			01	00000000
800	00000001	01	00000253	M	ST	1	19951102			01	00000000
800	00000001	01	00000254	M	ST	1000	19951101			01	00000000
800	00000001	01	00000255	M	ST	1	19951102			01	00000000
800	00000001	01	00000256	M	KG	5000	19951102			01	00000000
800	00000001	01	00000257	M	ST	1	19951102			01	00000000
800	00000001	01	00000258	M	ST	1	19951102			01	00000000
800	00000001	01	00000259	M	ST	1	19951102			01	00000000
800	00000001	01	00000260	M	KAR	1	19951101			01	00000000
800	00000001	01	00000261	M	KAR	1	19951101			01	00000000
800	00000001	01	00000262	M	KAR	1	19951101			01	00000000
800	00000001	01	00000263	M	KAR	1	19951101			01	00000000
800	00000001	01	00000264	M	KAR	1	19951101			01	00000000
800	00000001	01	00000265	M	KAR	1	19951101			01	00000000
800	00000001	01	00000266	M	ST	1	19951107			01	00000000
800	00000001	01	00000267	M	ST	1	19951107			01	00000000
800	00000001	01	00000269	M	ST	1	19951107			01	00000000
800	00000001	01	00000270	M	ST	1	19951107			01	00000000
800	00000001	01	00000271	M	ST	1	19951107			01	00000000
800	00000001	01	00000272	M	ST	1	19951107			01	00000000
800	00000001	01	00000273	M	ST	1	19951107			01	00000000
800	00000001	01	00000274	M	ST	1	19951107			01	00000000
800	00000001	01	00000275	M	ST	1	19951107			01	00000000
800	00000001	01	00000276	M	ST	1	19951107			01	00000000
800	00000001	01	00000280	M	ST	1000	19951101			01	00000000
800	00000001	01	00000281	M	ST	1000	19951101			01	00000000
800	00000001	01	00000282	M	ST	1000	19951101			01	00000000
800	00000001	01	00000283	M	ST	1000	19951101			01	00000000
800	00000001	01	00000284	M	ST	1000	19951101			01	00000000
800	00000001	01	00000285	M	ST	1000	19951101			01	00000000
800	00000001	01	00000286	M	KG	5000	19951108			01	00000000
800	00000001	01	00000287	M	ST	1	19951108			01	00000000
800	00000001	01	00000288	M	ST	1	19951110			01	00000000
800	00000001	01	00000289	M	ST	1	19951114			01	00000000
800	00000001	01	00000291	M	ST	1	19951115			01	00000000
800	00000001	01	00000292	M	ST	1	19951115			01	00000000
800	00000001	01	00000293	M	ST	1	19951115			01	00000000
800	00000001	01	00000302	M	KG	5000	19960102			01	00000000
800	00000001	01	00000308	M	ST	1	19960118			01	00000000
800	00000001	01	00000309	M	ST	1	19960118			01	00000000
800	00000001	01	00000310	M	ST	1	19960123			01	00000000
800	00000001	01	00000311	M	KG	1	19960124			01	00000000
800	00000001	01	00000312	M	ST	1	19960124			01	00000000
800	00000001	01	00000313	M	ST	1	19960124			01	00000000
800	00000001	01	00000314	M	ST	1	19960124			01	00000000
800	00000001	01	00000315	M	ST	1	19960124			01	00000000
800	00000001	01	00000316	M	ST	1	19960124			01	00000000
800	00000001	01	00000317	M	ST	1	19960124			01	00000000
800	00000001	01	00000318	M	ST	1	19960124			01	00000000
800	00000001	01	00000319	M	ST	1	19960124			01	00000000
800	00000001	01	00000320	M	ST	1	19960124			01	00000000
800	00000001	01	00000323	M	ST	1	19960205			01	00000000
800	00000001	01	00000328	M	ST	1	19960213			01	00000000
800	00000001	01	00000329	M	ST	1	19960213			01	00000000
800	00000001	01	00000330	M	ST	1	19960213			01	00000000
800	00000001	01	00000331	M	ST	1	19960213			01	00000000
800	00000001	01	00000332	M	ST	1	19960214			01	00000000
800	00000001	01	00000333	M	ST	1	19960214			01	00000000
800	00000001	01	00000334	M	ST	1	19960214			01	00000000
800	00000001	01	00000335	M	ST	1	19960214			01	00000000
800	00000001	01	00000337	M	ST	1	19960219			01	00000000
800	00000001	01	00000338	M	ST	1	19960223			01	00000000
800	00000001	01	00000339	M	ST	1	19960305			01	00000000
800	00000001	01	00000340	M	ST	1	19960306			01	00000000
800	00000001	01	00000341	M	ST	1	19960306			01	00000000
800	00000001	01	00000342	M	ST	1	19960306			01	00000000
800	00000001	01	00000343	M	ST	1	19960307			01	00000000
800	00000001	01	00000346	M	ST	1	19960311			01	00000000
800	00000001	01	00000347	M	ST	1	19960311			01	00000000
800	00000001	01	00000348	M	ST	1	19960311			01	00000000
800	00000001	01	00000349	M	ST	1	19960311			01	00000000
800	00000001	01	00000350	M	ST	1	19960312			01	00000000
800	00000001	01	00000354	M	ST	1	19960314			01	00000000
800	00000001	01	00000356	M	ST	1	19960325			01	00000000
800	00000001	01	00000357	M	ST	1	19960325			01	00000000
800	00000001	01	00000358	M	ST	1	19960325			01	00000000
800	00000001	01	00000359	M	ST	1	19960325			01	00000000
800	00000001	01	00000360	M	ST	1	19960325			01	00000000
800	00000001	01	00000361	M	ST	1	19960529			01	00000000
800	00000001	01	00000362	M	ST	1	19960529			01	00000000
800	00000001	01	00000363	M	ST	1	19960529			01	00000000
800	00000001	01	00000366	M	ST	1	19960617			01	00000000
800	00000001	01	00000367	M	KG	100	19960718			01	00000000
800	00000001	01	00000368	M	ST	1	19960718			01	00000000
800	00000001	01	00000369	M	ST	1	19960718			01	00000000
800	00000001	01	00000370	M	ST	1	19960723			01	00000000
800	00000001	01	00000371	M	ST	1	19960724			01	00000000
800	00000001	01	00000372	M	ST	1	19960724			01	00000000
800	00000001	01	00000373	M	ST	1	19960724			01	00000000
800	00000001	01	00000374	M	ST	1	19960724			01	00000000
800	00000001	01	00000379	M	ST	1	19960724			01	00000000
800	00000001	01	00000380	M	ST	1	19960724			01	00000000
800	00000001	01	00000381	M	ST	1	19960724			01	00000000
800	00000001	01	00000382	M	ST	1	19960724			01	00000000
800	00000001	01	00000387	M	ST	1	19960731			01	00000000
800	00000001	01	00000388	M	ST	1	19960807			01	00000000
800	00000001	01	00000390	M	KG	200	19960809			01	00000000
800	00000001	01	00000391	M	KG	950	19960809			01	00000000
800	00000001	01	00000393	M	KG	2	19960809			01	00000000
800	00000001	01	00000394	M	KG	100	19960809			01	00000000
800	00000001	01	00000395	M	KG	100	19960816			01	00000000
800	00000001	01	00000396	M	KG	200	19960816			01	00000000
800	00000001	01	00000397	M	KG	5	19960816			01	00000000
800	00000001	01	00000401	M	ST	4	19960917			01	00000000
800	00000001	01	00000402	M	ST	2	19960917			01	00000000
800	00000001	01	00000403	M	KG	500	19960919			01	00000000
800	00000001	01	00000404	M	ST	1	19961126			01	00000000
800	00000001	01	00000405	M	ST	1	19961126			01	00000000
800	00000001	01	00000406	M	ST	1	19961126			01	00000000
800	00000001	01	00000407	M	ST	1	19961126			01	00000000
800	00000001	01	00000409	M	ST	1	19961210			01	00000000
800	00000001	01	00000410	M	ST	1	19961218			01	00000000
800	00000001	01	00000412	M	ST	1	19970121			01	00000000
800	00000001	01	00000413	M	ST	1	19970121			01	00000000
800	00000001	01	00000415	M	ST	1	19970121			01	00000000
800	00000001	01	00000416	M	ST	1	19970124			01	00000000
800	00000001	01	00000417	M	ST	1	19970124			01	00000000
800	00000001	01	00000420	M	KG	100	19970217			01	00000000
800	00000001	01	00000421	M	ST	1	19970224			01	00000000
800	00000001	01	00000423	M	ST	1	19970311			01	00000000
800	00000001	01	00000424	M	ST	1	19970311			01	00000000
800	00000001	01	00000428	M	ST	1	19970312			01	00000000
800	00000001	01	00000434	M	G	1000	19970718			01	00000000
800	00000001	01	00000436	M	ST	1	19970815			01	00000000
800	00000001	01	00000437	M	ST	1	19970815			01	00000000
800	00000001	01	00000439	M	ST	1	19970818			01	00000000
800	00000001	01	00000440	M	ST	1	19971024			01	00000000
800	00000001	01	00000441	M	ST	1	19971024			01	00000000
800	00000001	01	00000442	M	ST	1	19971024			01	00000000
800	00000001	01	00000443	M	ST	1	19971024			01	00000000
800	00000001	01	00000444	M	ST	1	19971024			01	00000000
800	00000001	01	00000445	M	ST	1	19971024			01	00000000
800	00000001	01	00000446	M	ST	1	19971024			01	00000000
800	00000001	01	00000447	M	ST	1	19971024			01	00000000
800	00000001	01	00000448	M	ST	1	19971024			01	00000000
800	00000001	01	00000449	M	ST	1	19971024			01	00000000
800	00000001	01	00000450	M	ST	1	19971024			01	00000000
800	00000001	01	00000451	M	ST	1	19971024			01	00000000
800	00000001	01	00000452	M	ST	1	19971024			01	00000000
800	00000001	01	00000453	M	ST	1	19971024			01	00000000
800	00000001	01	00000454	M	ST	1	19971024			01	00000000
800	00000001	01	00000455	M	ST	1	19971106			01	00000000
800	00000001	01	00000456	M	ST	1	19971111			01	00000000
800	00000001	01	00000457	M	ST	1	19971223			01	00000000
800	00000001	01	00000458	M	L	1	19971223			01	00000000
800	00000001	01	00000459	M	ST	1	19980107			01	00000000
800	00000001	01	00000472	M	KG	1	19980302			01	00000000
800	00000001	01	00000473	M	KG	1	19980302			01	00000000
800	00000001	01	00000474	M	KG	1	19980302			01	00000000
800	00000001	01	00000475	M	L	1000	19980304			01	00000000
800	00000001	01	00000481	M	L	5000	19980313			01	00000000
800	00000001	01	00000482	M	L	1000	19980401			01	00000000
800	00000001	01	00000483	M	KG	5000	19980710			01	00000000
800	00000001	01	00000490	M	KG	5000	19981106			01	00000000
800	00000001	01	00000491	M	ST	1	19981113			01	00000000
800	00000001	01	00000492	M	ST	1	19981113			01	00000000
800	00000001	01	00000493	M	ST	1	19981113			01	00000000
800	00000001	01	00000494	M	ST	1	19981113			01	00000000
800	00000001	01	00000495	M	ST	1	19981113			01	00000000
800	00000001	01	00000496	M	ST	1	19981120			01	00000000
800	00000001	01	00000497	M	ST	1	19981120			01	00000000
800	00000001	01	00000498	M	ST	1	19981120			01	00000000
800	00000001	01	00000499	M	ST	1	19981120			01	00000000
800	00000001	01	00000500	M	ST	1	19981121			01	00000000
800	00000001	01	00000501	M	ST	1	19981121			01	00000000
800	00000001	01	00000502	M	ST	1	19981121			01	00000000
800	00000001	01	00000505	M	ST	1	19981122			01	00000000
800	00000001	01	00000517	M	KG	5000	19990121			01	00000000
800	00000001	01	00000518	M	KG	1	19990121			01	00000000
800	00000001	01	00000521	M	KG	500	19990311			01	00000000
800	00000001	01	00000523	M	KG	100	19990318			01	00000000
800	00000001	01	00000524	M	KG	100	19990318			01	00000000
800	00000001	01	00000536	M	ST	1	19990817			01	00000000
800	00000001	01	00000537	M	ST	1	19990817			01	00000000
800	00000001	01	00000538	M	ST	1	19990817			01	00000000
800	00000001	01	00000539	M	ST	1	19990817			01	00000000
800	00000001	01	00000540	M	ST	1	19990817			01	00000000
800	00000001	01	00000541	M	ST	1	19990825			01	00000000
800	00000001	01	00000542	M	ST	1	19990825			01	00000000
800	00000001	01	00000545	M	L	1000	19990908			01	00000000
800	00000001	01	00000573	M	ST	1	19991118			01	00000000
800	00000001	01	00000575	M	ST	1	19991126			01	00000000
800	00000001	01	00000585	M	ST	1	20000802			01	00000000
800	00000001	01	00000586	M	ST	1	20000809			01	00000000
800	00000001	01	00000587	M	ST	1	20000817			01	00000000
800	00000001	01	00000588	M	ST	1	20000817			01	00000000
800	00000001	01	00000594	M	ST	1	20010116			01	00000000
800	00000001	01	00000595	M	ST	1	20010116			01	00000000
800	00000001	01	00000596	M	ST	1	20010116			01	00000000
800	00000001	01	00000600	M	ST	1	20010201			01	00000000
800	00000001	01	00000601	M	ST	1	20010201			01	00000000
800	00000001	01	00000602	M	ST	1	20010201			01	00000000
800	00000001	01	00000603	M	ST	1	20010201			01	00000000
800	00000001	01	00000604	M	ST	1	20010201			01	00000000
800	00000001	01	00000605	M	ST	1	20010201			01	00000000
800	00000001	01	00000606	M	ST	1	20010201			01	00000000
800	00000001	01	00000607	M	ST	1	20010201			01	00000000
800	00000001	01	00000608	M	ST	1	20010201			01	00000000
800	00000001	01	00000609	M	ST	1	20010201			01	00000000
800	00000001	01	00000610	M	ST	1	20010201			01	00000000
800	00000001	01	00000611	M	ST	1	20010201			01	00000000
800	00000001	01	00000612	M	ST	1	20010201			01	00000000
800	00000001	01	00000613	M	ST	1	20010201			01	00000000
800	00000001	01	00000614	M	ST	1	20010201			01	00000000
800	00000001	01	00000615	M	ST	1	20010201			01	00000000
800	00000001	01	00000616	M	ST	1	20010201			01	00000000
800	00000001	01	00000617	M	ST	1	20010201			01	00000000
800	00000001	01	00000618	M	ST	1	20010201			01	00000000
800	00000001	01	00000619	M	ST	1	20010201			01	00000000
800	00000001	01	00000620	M	ST	1	20010201			01	00000000
800	00000001	01	00000621	M	ST	1	20010201			01	00000000
800	00000001	01	00000622	M	ST	1	20010201			01	00000000
800	00000001	01	00000623	M	ST	1	20010201			01	00000000
800	00000001	01	00000624	M	ST	1	20010201			01	00000000
800	00000001	01	00000625	M	ST	1	20010201			01	00000000
800	00000001	01	00000626	M	ST	1	20010201			01	00000000
800	00000001	01	00000627	M	ST	1	20010201			01	00000000
800	00000001	01	00000628	M	ST	1	20010201			01	00000000
800	00000001	01	00000629	M	ST	1	20010201			01	00000000
800	00000001	01	00000630	M	ST	1	20010201			01	00000000
800	00000001	01	00000631	M	ST	1	20010201			01	00000000
800	00000001	01	00000632	M	ST	1	20010201			01	00000000
800	00000001	01	00000633	M	ST	1	20010201			01	00000000
800	00000001	01	00000634	M	ST	1	20010201			01	00000000
800	00000001	01	00000635	M	ST	1	20010201			01	00000000
800	00000001	01	00000636	M	ST	1	20010201			01	00000000
800	00000001	01	00000637	M	ST	1	20010201			01	00000000
800	00000001	01	00000638	M	ST	1	20010201			01	00000000
800	00000001	01	00000639	M	ST	1	20010201			01	00000000
800	00000001	01	00000640	M	ST	1	20010201			01	00000000
800	00000001	01	00000641	M	ST	1	20010201			01	00000000
800	00000001	01	00000642	M	ST	1	20010201			01	00000000
800	00000001	01	00000643	M	ST	1	20010201			01	00000000
800	00000001	01	00000644	M	ST	1	20010201			01	00000000
800	00000001	01	00000645	M	ST	1	20010201			01	00000000
800	00000001	01	00000646	M	ST	1	20010201			01	00000000
800	00000001	01	00000647	M	ST	1	20010201			01	00000000
800	00000001	01	00000648	M	ST	1	20010201			01	00000000
800	00000001	01	00000649	M	ST	1	20010201			01	00000000
800	00000001	01	00000650	M	ST	1	20010201			01	00000000
800	00000001	01	00000651	M	ST	1	20010201			01	00000000
800	00000001	01	00000652	M	ST	1	20010201			01	00000000
800	00000001	01	00000653	M	ST	1	20010201			01	00000000
800	00000001	01	00000654	M	ST	1	20010201			01	00000000
800	00000001	01	00000655	M	ST	1	20010201			01	00000000
800	00000001	01	00000656	M	ST	1	20010201			01	00000000
800	00000001	01	00000657	M	ST	1	20010201			01	00000000
800	00000001	01	00000658	M	ST	1	20010201			01	00000000
800	00000001	01	00000659	M	ST	1	20010201			01	00000000
800	00000001	01	00000660	M	ST	1	20010201			01	00000000
800	00000001	01	00000661	M	ST	1	20010201			01	00000000
800	00000001	01	00000662	M	ST	1	20010201			01	00000000
800	00000001	01	00000663	M	ST	1	20010201			01	00000000
800	00000001	01	00000664	M	ST	1	20010201			01	00000000
800	00000001	01	00000665	M	ST	1	20010201			01	00000000
800	00000001	01	00000666	M	ST	1	20010201			01	00000000
800	00000001	01	00000667	M	ST	1	20010201			01	00000000
800	00000001	01	00000668	M	ST	1	20010201			01	00000000
800	00000001	01	00000669	M	ST	1	20010201			01	00000000
800	00000001	01	00000670	M	ST	1	20010201			01	00000000
800	00000001	01	00000671	M	ST	1	20010201			01	00000000
800	00000001	01	00000672	M	ST	1	20010201			01	00000000
800	00000001	01	00000673	M	ST	1	20010201			01	00000000
800	00000001	01	00000674	M	ST	1	20010201			01	00000000
800	00000001	01	00000675	M	ST	1	20010201			01	00000000
800	00000001	01	00000676	M	ST	1	20010201			01	00000000
800	00000001	01	00000677	M	ST	1	20010201			01	00000000
800	00000001	01	00000678	M	ST	1	20010201			01	00000000
800	00000001	01	00000679	M	ST	1	20010201			01	00000000
800	00000001	01	00000680	M	ST	1	20010201			01	00000000
800	00000001	01	00000681	M	ST	1	20010201			01	00000000
800	00000001	01	00000682	M	ST	1	20010201			01	00000000
800	00000001	01	00000683	M	ST	1	20010201			01	00000000
800	00000001	01	00000684	M	ST	1	20010201			01	00000000
800	00000001	01	00000685	M	ST	1	20010201			01	00000000
800	00000001	01	00000686	M	ST	1	20010201			01	00000000
800	00000001	01	00000687	M	ST	1	20010201			01	00000000
800	00000001	01	00000688	M	ST	1	20010201			01	00000000
800	00000001	01	00000689	M	ST	1	20010201			01	00000000
800	00000001	01	00000690	M	ST	1	20010201			01	00000000
800	00000001	01	00000691	M	ST	1	20010201			01	00000000
800	00000001	01	00000692	M	ST	1	20010201			01	00000000
800	00000001	01	00000693	M	ST	1	20010201			01	00000000
800	00000001	01	00000694	M	ST	1	20010201			01	00000000
800	00000001	01	00000695	M	ST	1	20010201			01	00000000
800	00000001	01	00000696	M	ST	1	20010201			01	00000000
800	00000001	01	00000697	M	ST	1	20010201			01	00000000
800	00000001	01	00000698	M	ST	1	20010201			01	00000000
800	00000001	01	00000699	M	ST	1	20010201			01	00000000
800	00000001	01	00000700	M	ST	1	20010201			01	00000000
800	00000001	01	00000701	M	ST	1	20010201			01	00000000
800	00000001	01	00000702	M	ST	1	20010201			01	00000000
800	00000001	01	00000703	M	ST	1	20010201			01	00000000
800	00000001	01	00000704	M	ST	1	20010201			01	00000000
800	00000001	01	00000705	M	ST	1	20010201			01	00000000
800	00000001	01	00000706	M	ST	1	20010201			01	00000000
800	00000001	01	00000707	M	ST	1	20010201			01	00000000
800	00000001	01	00000708	M	ST	1	20010201			01	00000000
800	00000001	01	00000709	M	ST	1	20010201			01	00000000
800	00000001	01	00000710	M	ST	1	20010201			01	00000000
800	00000001	01	00000711	M	ST	1	20010201			01	00000000
800	00000001	01	00000712	M	ST	1	20010201			01	00000000
800	00000001	01	00000713	M	ST	1	20010201			01	00000000
800	00000001	01	00000714	M	ST	1	20010201			01	00000000
800	00000001	01	00000715	M	ST	1	20010201			01	00000000
800	00000001	01	00000716	M	ST	1	20010201			01	00000000
800	00000001	01	00000717	M	ST	1	20010201			01	00000000
800	00000001	01	00000718	M	ST	1	20010201			01	00000000
800	00000001	01	00000719	M	ST	1	20010201			01	00000000
800	00000001	01	00000720	M	ST	1	20010201			01	00000000
800	00000001	01	00000721	M	ST	1	20010201			01	00000000
800	00000001	01	00000722	M	ST	1	20010201			01	00000000
800	00000001	01	00000723	M	ST	1	20010201			01	00000000
800	00000001	01	00000724	M	ST	1	20010201			01	00000000
800	00000001	01	00000725	M	ST	1	20010201			01	00000000
800	00000001	01	00000726	M	ST	1	20010201			01	00000000
800	00000001	01	00000727	M	ST	1	20010201			01	00000000
800	00000001	01	00000728	M	ST	1	20010201			01	00000000
800	00000001	01	00000729	M	ST	1	20010201			01	00000000
800	00000001	01	00000730	M	ST	1	20010201			01	00000000
800	00000001	01	00000731	M	ST	1	20010201			01	00000000
800	00000001	01	00000732	M	ST	1	20010201			01	00000000
800	00000001	01	00000733	M	ST	1	20010201			01	00000000
800	00000001	01	00000734	M	ST	1	20010201			01	00000000
800	00000001	01	00000735	M	ST	1	20010201			01	00000000
800	00000001	01	00000736	M	ST	1	20010201			01	00000000
800	00000001	01	00000737	M	ST	1	20010201			01	00000000
800	00000001	01	00000738	M	ST	1	20010201			01	00000000
800	00000001	01	00000739	M	ST	1	20010201			01	00000000
800	00000001	01	00000740	M	ST	1	20010201			01	00000000
800	00000001	01	00000741	M	ST	1	20010201			01	00000000
800	00000001	01	00000742	M	ST	1	20010201			01	00000000
800	00000001	01	00000743	M	ST	1	20010201			01	00000000
800	00000001	01	00000744	M	ST	1	20010201			01	00000000
800	00000001	01	00000745	M	ST	1	20010201			01	00000000
800	00000001	01	00000746	M	ST	1	20010201			01	00000000
800	00000001	01	00000747	M	ST	1	20010201			01	00000000
800	00000001	01	00000748	M	ST	1	20010201			01	00000000
800	00000001	01	00000749	M	ST	1	20010201			01	00000000
800	00000001	01	00000750	M	ST	1	20010201			01	00000000
800	00000001	01	00000751	M	ST	1	20010201			01	00000000
800	00000001	01	00000752	M	ST	1	20010201			01	00000000
800	00000001	01	00000753	M	ST	1	20010201			01	00000000
800	00000001	01	00000754	M	ST	1	20010201			01	00000000
800	00000001	01	00000755	M	ST	1	20010201			01	00000000
800	00000001	01	00000756	M	ST	1	20010201			01	00000000
800	00000001	01	00000757	M	ST	1	20010201			01	00000000
800	00000001	01	00000758	M	ST	1	20010201			01	00000000
800	00000001	01	00000759	M	ST	1	20010201			01	00000000
800	00000001	01	00000760	M	ST	1	20010201			01	00000000
800	00000001	01	00000761	M	ST	1	20010201			01	00000000
800	00000001	01	00000762	M	ST	1	20010201			01	00000000
800	00000001	01	00000763	M	ST	1	20010201			01	00000000
800	00000001	01	00000764	M	ST	1	20010201			01	00000000
800	00000001	01	00000765	M	ST	1	20010201			01	00000000
800	00000001	01	00000766	M	ST	1	20010201			01	00000000
800	00000001	01	00000767	M	ST	1	20010201			01	00000000
800	00000001	01	00000768	M	ST	1	20010201			01	00000000
800	00000001	01	00000769	M	ST	1	20010201			01	00000000
800	00000001	01	00000770	M	ST	1	20010201			01	00000000
800	00000001	01	00000771	M	ST	1	20010201			01	00000000
800	00000001	01	00000772	M	ST	1	20010201			01	00000000
800	00000001	01	00000773	M	ST	1	20010201			01	00000000
